Rxn name	Formula	Gene-reaction association	LB	UB	Objective
arm_R0151	Butyryl_ACP_c[c] + NAD_c[c]  -> pmet_R0151[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0151No1	pmet_R0151[c] + 3.9683e-06 prot_G2TMR0[c]  -> But_2_enoyl_ACP_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0151No2	pmet_R0151[c] + 3.9683e-06 prot_G2TPQ2[c]  -> But_2_enoyl_ACP_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0152	(3R)_3_Hydroxybutanoyl_ACP_c[c] + NADP_c[c]  -> pmet_R0152[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0152No1	pmet_R0152[c] + 2.5253e-05 prot_G2TJP3[c]  -> Acetoacetyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0152No2	pmet_R0152[c] + 2.5253e-05 prot_G2TLG4[c]  -> Acetoacetyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0152No3	pmet_R0152[c] + 2.5253e-05 prot_G2TNR8[c]  -> Acetoacetyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0152No4	pmet_R0152[c] + 2.5253e-05 prot_G2TPW5[c]  -> Acetoacetyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0152No5	pmet_R0152[c] + 2.5253e-05 prot_G2TNV3[c]  -> Acetoacetyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
arm_R0153	(3R)_3_Hydroxydecanoyl_ACP_c[c] + NADP_c[c]  -> pmet_R0153[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0153No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0153[c]  -> 3_Oxodecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0153No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0153[c]  -> 3_Oxodecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0153No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0153[c]  -> 3_Oxodecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0153No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0153[c]  -> 3_Oxodecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0153No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0153[c]  -> 3_Oxodecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0154No1	(3R)_3_Hydroxydecanoyl_ACP_c[c] + 3.6406e-06 prot_G2THW0[c]  -> H2O_c[c] + trans_Dec_2_enoyl_ACP_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
arm_R0155	3_Oxooctanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c]  -> pmet_R0155[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0155No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0155[c]  -> (3R)_3_Hydroxyoctanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0155No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0155[c]  -> (3R)_3_Hydroxyoctanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0155No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0155[c]  -> (3R)_3_Hydroxyoctanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0155No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0155[c]  -> (3R)_3_Hydroxyoctanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0155No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0155[c]  -> (3R)_3_Hydroxyoctanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0156No1	(3R)_3_Hydroxyoctanoyl_ACP_c[c] + 3.6406e-06 prot_G2THW0[c]  -> H2O_c[c] + trans_Oct_2_enoyl_ACP_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
arm_R0157	(3R)_3_Hydroxypalmitoyl_ACP_c[c] + NADP_c[c]  -> pmet_R0157[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0157No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0157[c]  -> 3_Oxohexadecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0157No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0157[c]  -> 3_Oxohexadecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0157No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0157[c]  -> 3_Oxohexadecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0157No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0157[c]  -> 3_Oxohexadecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0157No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0157[c]  -> 3_Oxohexadecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0158No1	(3R)_3_Hydroxypalmitoyl_ACP_c[c] + 3.6406e-06 prot_G2THW0[c]  -> H2O_c[c] + trans_Hexadec_2_enoyl_ACP_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
arm_R0159	(3R)_3_Hydroxytetradecanoyl_ACP_c[c] + NADP_c[c]  -> pmet_R0159[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0159No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0159[c]  -> 3_Oxotetradecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0159No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0159[c]  -> 3_Oxotetradecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0159No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0159[c]  -> 3_Oxotetradecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0159No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0159[c]  -> 3_Oxotetradecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0159No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0159[c]  -> 3_Oxotetradecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0160No1	(3R)_3_Hydroxytetradecanoyl_ACP_c[c] + 3.6406e-06 prot_G2THW0[c]  -> H2O_c[c] + trans_Tetradec_2_enoyl_ACP_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
arm_R0161	Dodecanoyl_ACP_c[c] + NAD_c[c]  -> pmet_R0161[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0161No1	3.9683e-06 prot_G2TMR0[c] + pmet_R0161[c]  -> H+_c[c] + NADH_c[c] + trans_Dodec_2_enoyl_ACP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0161No2	3.9683e-06 prot_G2TPQ2[c] + pmet_R0161[c]  -> H+_c[c] + NADH_c[c] + trans_Dodec_2_enoyl_ACP_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0162	Dodecanoyl_ACP_c[c] + Malonyl_ACP_c[c]  -> pmet_R0162[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0162No1	0.0059102 prot_G2TNY0[c] + pmet_R0162[c]  -> 3_Oxotetradecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0162No2	0.0059102 prot_G2TI09[c] + pmet_R0162[c]  -> 3_Oxotetradecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0163	Butyryl_ACP_c[c] + Malonyl_ACP_c[c]  -> pmet_R0163[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0163No1	0.0059102 prot_G2TNY0[c] + pmet_R0163[c]  -> 3_Oxohexanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0163No2	0.0059102 prot_G2TI09[c] + pmet_R0163[c]  -> 3_Oxohexanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0164	D_3_Hydroxyhexanoyl_ACP_c[c] + NADP_c[c]  -> pmet_R0164[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0164No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0164[c]  -> 3_Oxohexanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0164No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0164[c]  -> 3_Oxohexanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0164No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0164[c]  -> 3_Oxohexanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0164No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0164[c]  -> 3_Oxohexanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0164No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0164[c]  -> 3_Oxohexanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0165No1	D_3_Hydroxyhexanoyl_ACP_c[c] + 3.6406e-06 prot_G2THW0[c]  -> H2O_c[c] + trans_Hex_2_enoyl_ACP_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
arm_R0166	Hexanoyl_ACP_c[c] + NAD_c[c]  -> pmet_R0166[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0166No1	3.9683e-06 prot_G2TMR0[c] + pmet_R0166[c]  -> H+_c[c] + NADH_c[c] + trans_Hex_2_enoyl_ACP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0166No2	3.9683e-06 prot_G2TPQ2[c] + pmet_R0166[c]  -> H+_c[c] + NADH_c[c] + trans_Hex_2_enoyl_ACP_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0167	Hexanoyl_ACP_c[c] + Malonyl_ACP_c[c]  -> pmet_R0167[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0167No1	0.0059102 prot_G2TNY0[c] + pmet_R0167[c]  -> 3_Oxooctanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0167No2	0.0059102 prot_G2TI09[c] + pmet_R0167[c]  -> 3_Oxooctanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0168	NAD_c[c] + Octanoyl_ACP_c[c]  -> pmet_R0168[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0168No1	3.9683e-06 prot_G2TMR0[c] + pmet_R0168[c]  -> H+_c[c] + NADH_c[c] + trans_Oct_2_enoyl_ACP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0168No2	3.9683e-06 prot_G2TPQ2[c] + pmet_R0168[c]  -> H+_c[c] + NADH_c[c] + trans_Oct_2_enoyl_ACP_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0169	Malonyl_ACP_c[c] + Octanoyl_ACP_c[c]  -> pmet_R0169[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0169No1	0.0059102 prot_G2TNY0[c] + pmet_R0169[c]  -> 3_Oxodecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0169No2	0.0059102 prot_G2TI09[c] + pmet_R0169[c]  -> 3_Oxodecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0170	Decanoyl_ACP_c[c] + NAD_c[c]  -> pmet_R0170[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0170No1	3.9683e-06 prot_G2TMR0[c] + pmet_R0170[c]  -> H+_c[c] + NADH_c[c] + trans_Dec_2_enoyl_ACP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0170No2	3.9683e-06 prot_G2TPQ2[c] + pmet_R0170[c]  -> H+_c[c] + NADH_c[c] + trans_Dec_2_enoyl_ACP_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0171	Decanoyl_ACP_c[c] + Malonyl_ACP_c[c]  -> pmet_R0171[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0171No1	0.0059102 prot_G2TNY0[c] + pmet_R0171[c]  -> 3_Oxododecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0171No2	0.0059102 prot_G2TI09[c] + pmet_R0171[c]  -> 3_Oxododecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0172	(R)_3_Hydroxydodecanoyl_ACP_c[c] + NADP_c[c]  -> pmet_R0172[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0172No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0172[c]  -> 3_Oxododecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0172No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0172[c]  -> 3_Oxododecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0172No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0172[c]  -> 3_Oxododecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0172No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0172[c]  -> 3_Oxododecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0172No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0172[c]  -> 3_Oxododecanoyl_ACP_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0173No1	(R)_3_Hydroxydodecanoyl_ACP_c[c] + 3.6406e-06 prot_G2THW0[c]  -> H2O_c[c] + trans_Dodec_2_enoyl_ACP_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
arm_R0174	NAD_c[c] + Tetradecanoyl_ACP_c[c]  -> pmet_R0174[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0174No1	3.9683e-06 prot_G2TMR0[c] + pmet_R0174[c]  -> H+_c[c] + NADH_c[c] + trans_Tetradec_2_enoyl_ACP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0174No2	3.9683e-06 prot_G2TPQ2[c] + pmet_R0174[c]  -> H+_c[c] + NADH_c[c] + trans_Tetradec_2_enoyl_ACP_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0175	Malonyl_ACP_c[c] + Tetradecanoyl_ACP_c[c]  -> pmet_R0175[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0175No1	0.0059102 prot_G2TNY0[c] + pmet_R0175[c]  -> 3_Oxohexadecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0175No2	0.0059102 prot_G2TI09[c] + pmet_R0175[c]  -> 3_Oxohexadecanoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0176	Hexadecanoyl_ACP_c[c] + NAD_c[c]  -> pmet_R0176[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0176No1	3.9683e-06 prot_G2TMR0[c] + pmet_R0176[c]  -> H+_c[c] + NADH_c[c] + trans_Hexadec_2_enoyl_ACP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0176No2	3.9683e-06 prot_G2TPQ2[c] + pmet_R0176[c]  -> H+_c[c] + NADH_c[c] + trans_Hexadec_2_enoyl_ACP_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0177	Hexadecanoyl_ACP_c[c] + Malonyl_ACP_c[c]  -> pmet_R0177[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0177No1	0.0059102 prot_G2TNY0[c] + pmet_R0177[c]  -> 3_Oxostearoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0177No2	0.0059102 prot_G2TI09[c] + pmet_R0177[c]  -> 3_Oxostearoyl_ACP_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0178	3_Oxostearoyl_ACP_c[c] + H+_c[c] + NADPH_c[c]  -> pmet_R0178[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0178No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0178[c]  -> (R)_3_Hydroxyoctadecanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0178No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0178[c]  -> (R)_3_Hydroxyoctadecanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0178No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0178[c]  -> (R)_3_Hydroxyoctadecanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0178No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0178[c]  -> (R)_3_Hydroxyoctadecanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0178No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0178[c]  -> (R)_3_Hydroxyoctadecanoyl_ACP_c[c] + NADP_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0179No1	(R)_3_Hydroxyoctadecanoyl_ACP_c[c] + 3.6406e-06 prot_G2THW0[c]  -> (2E)_Octadecenoyl_ACP_c[c] + H2O_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
arm_R0180	(2E)_Octadecenoyl_ACP_c[c] + H+_c[c] + NADH_c[c]  -> pmet_R0180[c] 	Bcoa_0328 or Bcoa_2838	  0.00	   Inf	  0.00
R0180No1	3.9683e-06 prot_G2TMR0[c] + pmet_R0180[c]  -> NAD_c[c] + Octadecanoyl_ACP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0180No2	3.9683e-06 prot_G2TPQ2[c] + pmet_R0180[c]  -> NAD_c[c] + Octadecanoyl_ACP_c[c] 	Bcoa_2838	  0.00	   Inf	  0.00
arm_R0181	Acetyl_CoA_c[c] + Malonyl_ACP_c[c]  -> pmet_R0181[c] 	Bcoa_0361 or Bcoa_2013	  0.00	   Inf	  0.00
R0181No1	pmet_R0181[c] + 9.9206e-06 prot_G2TNY1[c]  -> Acetoacetyl_ACP_c[c] + CO2_c[c] + CoA_c[c] 	Bcoa_0361	  0.00	   Inf	  0.00
R0181No2	pmet_R0181[c] + 9.9206e-06 prot_G2TMX4[c]  -> Acetoacetyl_ACP_c[c] + CO2_c[c] + CoA_c[c] 	Bcoa_2013	  0.00	   Inf	  0.00
arm_R0182	Acetyl_CoA_c[c] + Octanoyl_CoA_c[c]  -> pmet_R0182[c] 	Bcoa_3100 or Bcoa_2269	  0.00	   Inf	  0.00
R0182No1	pmet_R0182[c] + 1.8769e-05 prot_G2TPT0[c]  -> 3_Oxodecanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_3100	  0.00	   Inf	  0.00
R0182No2	pmet_R0182[c] + 1.8769e-05 prot_G2TKF9[c]  -> 3_Oxodecanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_2269	  0.00	   Inf	  0.00
arm_R0183	Acetyl_CoA_c[c] + Lauroyl_CoA_c[c]  -> pmet_R0183[c] 	Bcoa_3100 or Bcoa_2269	  0.00	   Inf	  0.00
R0183No1	1.8769e-05 prot_G2TPT0[c] + pmet_R0183[c]  -> 3_Oxotetradecanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_3100	  0.00	   Inf	  0.00
R0183No2	1.8769e-05 prot_G2TKF9[c] + pmet_R0183[c]  -> 3_Oxotetradecanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_2269	  0.00	   Inf	  0.00
R0184No1	(S)_3_Hydroxyhexadecanoyl_CoA_c[c] + NAD_c[c] + 6.105e-09 prot_G2TKF8[c]  -> 3_Oxopalmitoyl_CoA_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_2268	  0.00	   Inf	  0.00
R0185No1	(S)_3_Hydroxydodecanoyl_CoA_c[c] + NAD_c[c] + 6.105e-09 prot_G2TKF8[c]  -> 3_Oxododecanoyl_CoA_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_2268	  0.00	   Inf	  0.00
arm_R0186	Acetyl_CoA_c[c] + Decanoyl_CoA_c[c]  -> pmet_R0186[c] 	Bcoa_3100 or Bcoa_2269	  0.00	   Inf	  0.00
R0186No1	1.8769e-05 prot_G2TPT0[c] + pmet_R0186[c]  -> 3_Oxododecanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_3100	  0.00	   Inf	  0.00
R0186No2	1.8769e-05 prot_G2TKF9[c] + pmet_R0186[c]  -> 3_Oxododecanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_2269	  0.00	   Inf	  0.00
R0187No1	(S)_Hydroxydecanoyl_CoA_c[c] + NAD_c[c] + 6.105e-09 prot_G2TKF8[c]  -> 3_Oxodecanoyl_CoA_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_2268	  0.00	   Inf	  0.00
arm_R0188	Acetyl_CoA_c[c] + Hexanoyl_CoA_c[c]  -> pmet_R0188[c] 	Bcoa_3100 or Bcoa_2269	  0.00	   Inf	  0.00
R0188No1	1.8769e-05 prot_G2TPT0[c] + pmet_R0188[c]  -> 3_Oxooctanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_3100	  0.00	   Inf	  0.00
R0188No2	1.8769e-05 prot_G2TKF9[c] + pmet_R0188[c]  -> 3_Oxooctanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_2269	  0.00	   Inf	  0.00
R0189No1	(S)_Hydroxyhexanoyl_CoA_c[c] + NAD_c[c] + 6.105e-09 prot_G2TKF8[c]  -> 3_Oxohexanoyl_CoA_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_2268	  0.00	   Inf	  0.00
arm_R0190	Acetaldehyde_c[c] + H+_c[c] + NADH_c[c]  -> pmet_R0190[c] 	Bcoa_0619 or Bcoa_0855 or Bcoa_1666 or Bcoa_2165 or Bcoa_2597	  0.00	   Inf	  0.00
R0190No1	1.6876e-07 prot_G2TQJ0[c] + pmet_R0190[c]  -> Ethanol_c[c] + NAD_c[c] 	Bcoa_0619	  0.00	   Inf	  0.00
R0190No2	pmet_R0190[c] + 1.6876e-07 prot_G2TQZ7[c]  -> Ethanol_c[c] + NAD_c[c] 	Bcoa_0855	  0.00	   Inf	  0.00
R0190No3	pmet_R0190[c] + 1.6876e-07 prot_G2TJ98[c]  -> Ethanol_c[c] + NAD_c[c] 	Bcoa_1666	  0.00	   Inf	  0.00
R0190No4	pmet_R0190[c] + 1.6876e-07 prot_G2TN45[c]  -> Ethanol_c[c] + NAD_c[c] 	Bcoa_2165	  0.00	   Inf	  0.00
R0190No5	pmet_R0190[c] + 1.6876e-07 prot_G2TKS6[c]  -> Ethanol_c[c] + NAD_c[c] 	Bcoa_2597	  0.00	   Inf	  0.00
R0191No1	Butanoyl_CoA_c[c] + FAD_c[c] + 7.7809e-06 prot_G2TRF5[c]  -> Crotonoyl_CoA_c[c] + FADH2_c[c] 	Bcoa_1013	  0.00	   Inf	  0.00
arm_R0192	Acetyl_CoA_c[c] + Butanoyl_CoA_c[c]  -> pmet_R0192[c] 	Bcoa_1059 or Bcoa_1580 or Bcoa_1420 or Bcoa_2269 or Bcoa_3100	  0.00	   Inf	  0.00
R0192No1	3.4722e-06 prot_G2THD8[c] + pmet_R0192[c]  -> 3_Oxohexanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_1059	  0.00	   Inf	  0.00
R0192No2	1.8769e-05 prot_G2TJ18[c] + pmet_R0192[c]  -> 3_Oxohexanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_1580	  0.00	   Inf	  0.00
R0192No3	3.4722e-06 prot_G2TJ03[c] + pmet_R0192[c]  -> 3_Oxohexanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_1420	  0.00	   Inf	  0.00
R0192No4	1.8769e-05 prot_G2TKF9[c] + pmet_R0192[c]  -> 3_Oxohexanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_2269	  0.00	   Inf	  0.00
R0192No5	1.8769e-05 prot_G2TPT0[c] + pmet_R0192[c]  -> 3_Oxohexanoyl_CoA_c[c] + CoA_c[c] 	Bcoa_3100	  0.00	   Inf	  0.00
R0193No1	FAD_c[c] + Palmitoyl_CoA_c[c] + 7.7809e-06 prot_G2TRF5[c]  -> FADH2_c[c] + trans_Hexadec_2_enoyl_CoA_c[c] 	Bcoa_1013	  0.00	   Inf	  0.00
arm_R0194	ATP_c[c] + CoA_c[c] + Hexadecanoic_acid_c[c]  -> pmet_R0194[c] 	Bcoa_0389 or Bcoa_0728 or Bcoa_1011 or Bcoa_2576 or Bcoa_3099	  0.00	   Inf	  0.00
R0194No1	pmet_R0194[c] + 0.0095785 prot_G2TP09[c]  -> AMP_c[c] + PPi_c[c] + Palmitoyl_CoA_c[c] 	Bcoa_0389	  0.00	   Inf	  0.00
R0194No2	pmet_R0194[c] + 0.0095785 prot_G2TQU9[c]  -> AMP_c[c] + PPi_c[c] + Palmitoyl_CoA_c[c] 	Bcoa_0728	  0.00	   Inf	  0.00
